File,RelFile,Line,Column_1,Column_2,Identifier,Message
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2360,24,26,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2360,29,31,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2390,34,36,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2390,39,41,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2412,36,38,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2412,41,43,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2433,23,25,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2433,28,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2458,23,25,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2458,28,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2483,29,31,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2483,34,36,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2498,13,25,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2510,22,24,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2510,27,29,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2516,30,32,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2516,35,37,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2529,20,20,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2530,16,16,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2531,35,35,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2542,21,35,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2543,21,34,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2548,21,35,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2549,21,34,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2589,5,11,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2778,25,32,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2824,93,102,MEXCEP,"To pass MException properties to the warning function, use a format specifier.  For example, warning(E.identifier, '%s', E.message)."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,2968,33,64,XFRWSP,"The 'TransferBaseWorkspaceVariables' option is not recommended for 'parsim'. With appropriate code changes, consider using project startup scripts or the 'SetupFcn' option instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3107,45,51,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3107,53,55,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3229,25,44,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3407,45,51,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3407,53,55,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3442,22,44,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3493,52,58,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3575,65,70,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3692,22,32,ASGLU,"Value assigned to variable might be unused. Consider replacing the variable with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3740,21,27,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3740,29,31,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3811,9,17,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,3927,25,31,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4236,12,17,ISMT,"Using ISEMPTY is usually faster than comparing LENGTH to 0."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4451,21,22,ALIGN,"This keyword might not be aligned with its matching END on line 4453."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4526,24,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4529,21,27,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4529,29,31,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4575,55,64,MEXCEP,"To pass MException properties to the warning function, use a format specifier.  For example, warning(E.identifier, '%s', E.message)."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4627,21,32,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4682,17,26,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4683,17,25,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4723,29,39,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4732,33,43,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4737,29,102,UNRCH,"This statement (and possibly following ones) cannot be reached."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4739,33,43,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4746,33,43,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4776,37,47,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4826,21,31,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4860,17,35,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4874,17,27,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4882,25,31,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4882,33,35,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4989,21,27,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,4989,29,31,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,5021,48,54,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\Data_GUI_Enhanced.m,Data_GUI_Enhanced.m,5021,56,58,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,23,10,26,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,144,51,57,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,201,26,32,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,201,34,36,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,234,21,36,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,259,21,22,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,259,35,36,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,259,49,50,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,346,47,53,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,380,51,57,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,386,9,18,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,393,75,84,MEXCEP,"To pass MException properties to the warning function, use a format specifier.  For example, warning(E.identifier, '%s', E.message)."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,407,48,54,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,422,72,81,MEXCEP,"To pass MException properties to the warning function, use a format specifier.  For example, warning(E.identifier, '%s', E.message)."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,621,46,52,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,621,54,56,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,742,26,32,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\PostProcessingModule.m,PostProcessingModule.m,742,34,36,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\addModelWorkspaceData.m,addModelWorkspaceData.m,29,12,17,ISMT,"Using ISEMPTY is usually faster than comparing LENGTH to 0."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\check_model_configuration.m,check_model_configuration.m,12,40,40,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\check_model_configuration.m,check_model_configuration.m,13,34,34,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\check_model_configuration.m,check_model_configuration.m,14,58,58,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\check_model_configuration.m,check_model_configuration.m,15,49,49,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\check_model_configuration.m,check_model_configuration.m,16,41,41,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\check_model_configuration.m,check_model_configuration.m,85,21,34,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\check_model_configuration.m,check_model_configuration.m,88,21,31,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\checkpoint_recovery.m,checkpoint_recovery.m,217,25,35,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\checkpoint_recovery.m,checkpoint_recovery.m,255,42,48,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\checkpoint_recovery.m,checkpoint_recovery.m,290,39,45,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\compare_headers_detailed.m,compare_headers_detailed.m,50,9,24,SAGROW,"Variable appears to change size on every loop iteration (within a script). Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,4,25,47,FNDEF,"Function name 'extractLogsoutDataFixed' is known to MATLAB by its file name: 'data_extraction_functions'."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,62,41,50,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,63,41,49,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,73,37,46,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,74,37,45,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,93,29,38,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,94,29,37,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,146,26,49,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,174,37,46,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,175,37,45,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250803_155252\data_extraction_functions.m,data_extraction_functions.m,202,27,49,DEFNU,"Function might be unused."
